@relation bookkeeper_trainingSet1.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute AVG_LOC_ADDED numeric
@attribute MAX_LOC_ADDED numeric
@attribute LOC_REMOVED numeric
@attribute AVG_LOC_REMOVED numeric
@attribute MAX_LOC_REMOVED numeric
@attribute CHURN numeric
@attribute AVG_CHURN numeric
@attribute MAX_CHURN numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
31,32,16.0,31,1,0.5,1,31,15.5,31,2,0,2,NO
57,61,30.5,57,4,2.0,4,57,28.5,57,2,0,2,NO
104,111,55.5,104,7,3.5,7,104,52.0,104,2,0,2,NO
32,32,32.0,32,0,0.0,0,32,32.0,32,1,0,1,NO
227,279,93.0,226,52,17.333333333333332,50,227,75.66666666666667,226,3,0,2,NO
197,208,52.0,187,11,2.75,6,197,49.25,187,4,0,3,NO
75,81,40.5,75,6,3.0,6,75,37.5,75,2,0,2,NO
28,28,28.0,28,0,0.0,0,28,28.0,28,1,0,1,NO
52,54,27.0,52,2,1.0,2,52,26.0,52,2,0,2,NO
429,506,168.66666666666666,428,77,25.666666666666668,75,429,143.0,428,3,0,2,NO
103,134,67.0,104,30,15.0,30,104,52.0,104,2,0,2,NO
35,35,35.0,35,0,0.0,0,35,35.0,35,1,0,1,NO
98,99,49.5,98,1,0.5,1,98,49.0,98,2,0,2,NO
79,94,31.333333333333332,78,15,5.0,13,79,26.333333333333332,78,3,0,2,NO
